Id,Price
4567,174112.86662750616
5925,118439.29962638312
960,146125.49904388597
3848,106359.01228883071
746,171022.805721007
868,304572.7341846324
672,102114.58847195332
2471,206892.6216504113
4510,120248.55112057428
8354,251031.79508561018
6393,183618.87180861738
13270,223764.3959426308
5250,286202.0210556986
16751,176790.7149823173
11404,137348.51683354337
10588,346859.3664114971
14925,191133.01314082404
6791,221486.77326788087
16097,187108.94418568048
16428,363500.28712552704
6945,331360.8662598689
3190,188249.01519245937
15709,424031.71568552544
13155,176681.56564454956
7675,190180.53057467568
14686,237944.07650829531
609,147404.99623758066
11155,162428.61219280347
10869,187629.92056166052
15742,182022.45859071836
9245,200408.32967601478
3340,166883.30819998303
2359,294546.33176252025
8070,200290.72012709017
13707,130178.9215833961
16079,284432.77056664776
15937,269143.6938912168
14090,183710.66431343625
9008,208470.4480703544
16384,169598.4255559188
11657,237971.5135986399
13151,159461.6598855593
8990,178926.81636943377
11857,179915.20373539178
1565,140368.77778624813
8174,93290.54399979716
9247,237661.86003568862
10478,216327.46453493947
15509,140537.6333329765
8306,210156.71209340802
6642,184225.23443265088
7472,214978.91196844447
15989,127470.86745528027
13682,127142.87815393743
163,250013.08487144916
7076,189280.92870769446
7478,342766.29686355824
3029,187844.02299487698
1814,142594.74736846855
10057,128574.37680541731
15100,195279.3929236609
12694,230171.85854050645
6291,190793.30341696012
12603,181462.23066017742
3218,217171.95862858053
13456,124913.22035350437
10170,241591.84171621935
4530,156287.46526458103
13329,163794.12380359758
4820,146394.82795189111
10896,171446.56749468722
13416,122298.06407909429
2701,209738.98499742654
11265,326559.1931264118
9189,232981.08205091683
1858,179355.6232049501
14536,244014.25478982262
6199,287831.5127743978
14730,154787.80975596706
7510,259879.91636458633
15505,159665.68637061922
7446,187405.34471371793
14016,179746.23556171346
14113,103290.69848867474
8721,275778.9582417824
6193,297869.98721859016
5717,177941.0674166876
5427,308351.28737328656
9520,504649.11605879664
6869,98423.62263325846
1658,162758.006613044
6639,205955.37868685267
6283,192954.55932530205
6257,126020.22775056445
15235,172432.7684497295
902,218925.82757355954
8932,186622.69870321115
16469,342182.0087890834
2825,277877.55569797865
6450,435098.5912558633
11366,177283.76337425527
3801,368306.8730100824
11385,199268.22328772064
1079,191834.6116893971
3202,249329.6087699326
676,218409.990877789
6185,264651.1211024223
7730,160604.81941309705
2573,183159.6561287194
10978,198977.34855137762
10962,261357.37537746373
8870,179722.1428767683
8496,183588.64753896932
5517,193865.07634240226
927,189991.73520015422
13675,208283.31323060498
1499,222194.3078126622
15536,350791.33355381386
8602,354627.3061573063
12137,476567.4643949045
9865,253133.74337325591
16353,285755.83054494625
15908,207218.26151314683
3944,180487.698274075
10359,204298.7751586445
15158,218384.09935747387
3259,237739.39949105517
7220,308466.2199381674
13843,208388.00964920848
16736,182453.73698582122
702,259076.52627328667
16401,112226.1840711384
12134,182319.07062662585
6918,222974.9986251323
11792,127591.9303620357
3798,120718.21831082291
10395,132930.90303787033
11099,137201.51041227352
7090,193870.5388525679
11260,186638.8868759783
9647,208794.629510104
2903,354301.67573394906
2071,183070.756015088
8604,186054.6288078473
9346,215088.9137396285
3945,198453.4399896804
3420,142919.0284193485
10842,124455.09969538855
725,151098.6417676242
13931,182125.34157296718
16330,244935.31517586712
9066,388010.7066354752
3326,316348.958832076
1556,270035.45609131403
6579,95565.39707858727
13877,149513.1340381653
9857,330495.8409384338
7302,252588.22733313913
5684,201898.79527870877
6513,232989.28206744549
11342,110401.0802501848
16561,215080.78548213086
6885,169973.615797622
9308,180471.8170580998
2559,174984.87897440052
6648,172856.41021441005
15260,167456.6414686943
5113,186815.61411603246
16492,209017.56385767617
12034,289944.27659473754
7248,215553.2724254251
2171,198470.10042244653
10594,160001.61924301626
13241,215036.5898666952
7032,147430.8563616829
4884,169471.47565848622
903,213589.84805072524
162,171395.7530602765
6566,236715.32639958855
8249,135293.77187005102
13106,179634.80407009507
256,125414.30653117456
7976,168655.47262087502
8575,164974.6834558614
7591,268518.3095414607
3204,208884.32549004687
15804,185417.29600703245
1525,312969.47589806956
9038,204633.89942688515
13628,196612.71322776636
10016,202895.8532006767
10208,223832.5346568577
2008,187868.85930949752
13029,207214.53407921348
5099,130390.92146418743
9923,294155.0446059223
9461,134481.910552631
11086,172080.23377888775
15057,275400.5105260754
10689,170899.53854616592
2053,221461.61347135992
16630,182850.79987259704
4985,159846.2012126095
13881,250413.68286812838
13225,210690.62367357165
5779,67476.34966178835
10262,187261.60975264275
10762,206508.15523776427
9513,191434.44000003685
11128,168500.70230929262
2074,292460.254616861
933,218473.44752429763
2780,189388.09575774294
6594,113776.49198342228
15394,246545.8949300351
14863,133279.51143813593
6698,201091.52243033325
1611,239036.83563674302
174,187381.188959859
5160,205417.5687207647
3295,327053.80659650173
4559,409167.35002869705
8254,172798.1429671679
10228,95240.66309202313
13924,130028.37288411471
15341,243919.81862424212
4353,183387.25076861717
4334,76670.95609503344
1872,140529.384751273
7823,182601.64644497092
310,147666.7044598111
3704,262982.4933675609
11615,309442.20375152153
6605,196809.69256503615
3381,184576.40721469084
2143,142812.30599263357
3191,256340.0204112784
13980,126404.26969938246
15613,164938.34024482116
10943,270002.71546526515
9654,129269.11304453657
16053,383201.7963978698
14931,226119.6199233486
8299,224054.66238903053
2147,164415.27175285725
11567,335283.99979431013
5905,134741.55291035323
11160,109986.0362169827
8275,149095.84530028657
16398,287278.2322200149
11229,169054.0398828567
10309,163968.73191258943
7340,263158.5403180461
7653,173148.0055000235
272,218663.71243022717
9831,213833.42679630418
5016,124971.61431763212
5968,71608.4385657575
796,243560.05690040143
12123,118168.92916918614
16629,188610.9988804735
2637,175408.89830871756
6194,230318.61958310896
6216,397170.8388441003
14346,177098.87576649175
6428,128677.80360481191
2891,222884.24452830557
84,185723.3923124946
9260,210768.61342485133
15250,202777.4383440422
2348,193467.56802854
10427,288410.39294330997
